,qlabel,lemmas,instruction,category
339,NULL,(),"I'm going to give you a passage from Marty Essen's book ""Cool Creatures, Hot Planet: Exploring the Seven Continents"" and want you to answer the following question: Where are western Hermann's tortoises found?

After spending the night at a large chain hotel, Deb and I traveled southeast with tortoises on our mind. Our plan for the day was to infiltrate the Massif des Maures area and search for one of France's most endangered reptiles-- the western Hermann's tortoise.  The first stop of our quest was Le Village de Tortues (the Tortoise Village), a tortoise rehabilitation center near the town of Gonfaron. Our mission was to befriend a staff member, learn as much as we could, and get detailed information on tracking down the wily Hermann's tortoise in the wild. When we couldn't find an English-speaking staff member, our mission was nearly thwarted. Only through quick thinking and improvisation were we able to acquire the vital background information we needed. Okay - we utilized the signs provided for British visitors. For many people, the word tortoise invokes thoughts of giant four-foot-long Galapagos tortoises. Western Hermann's tortoises, on the other hand, are small, reaching a maximum length of eight inches. While both reptiles make the IUCN Red List of Threatened Species, the Galapagos tortoise is listed as ""vulnerable"" and the western Hermann's is listed as ""endangered."" In France, habitat destruction, egg pilfering, and fire are the primary factors for the tortoises decline.",general_qa
340,NULL,(),"Identify which car manufacturer is German or American: Opel, GMC",classification
341,WHQ,"('what', 'be')",What are the top reasons to become a vegan?,brainstorming
342,NULL,(),"If each client was served by the same number of professionals, how many professionals (round to one decimal place) would each client be served by?",closed_qa
343,WHQ,"('why', 'do')",Why do cooks use kosher salt?,general_qa
344,WHQ,"('when', 'be')",When was Lamb Air operating,closed_qa
345,WHQ,"('what', 'be')",What is the PGA Championship?,summarization
346,NULL,(),What fruits and vegetables are grown in lower-lying areas of Kenya?,information_extraction
347,QIS,"('be', 'Paris')",Is Paris a good city to live in?,general_qa
348,WHQ,"('how', 'be')",How are weather forecasts created?,general_qa
349,NULL,(),Since when did the SR22 include a glass cockpit,information_extraction
350,NULL,(),Give me a bulleted list of the first ten MacOS (operating system) versions.,brainstorming
351,WHQ,"('what', 'do')",What do you know about the city of Aberdeen in Scotland?,open_qa
352,WHQ,"('what', 'be')",What is the English Premier League?,open_qa
353,NULL,(),"Classify the following types of cars as ""economy"" or ""luxury"": Ford, Chevrolet, Lamborghini, Ferrari, Mercedes, Honda, Lexus, Toyota, Nissan, Subaru",classification
354,NULL,(),Please list down some key points  regarding governance system of Portland from the given text,summarization
355,WHQ,"('which', 'can')",Which river can you hike in Utah?,closed_qa
356,WHQ,"('what', 'be')",What is predictive maintenance?,open_qa
357,WHQ,"('who', 'be')",Who are N-Dubz?,general_qa
358,NULL,(),Write a haiku about how much I love pickles.,creative_writing
359,WHQ,"('what', 'be')",What is Terraform?,open_qa
360,WHQ,"('what', 'be')",What are the two longest rivers located in the United States?,open_qa
361,WHQ,"('what', 'be')",What are the words of House Reed?,open_qa
362,WHQ,"('what', 'win')",What movies won best picture Oscars the last 5 years,brainstorming
363,NULL,(),"Classify each of the following grades as being in elementary or high school: 10th grade, 3rd grade, 4th grade, 12th grade, 1st grade.",classification
364,WHQ,"('why', 'be')",Why is Brazilian jiu jitsu an excellent martial art?,general_qa
365,WHQ,"('what', 'be')",What is Cup Game?,summarization
366,WHQ,"('which', 'be')","Which is a bird or fish: Blackchin, Black redstart",classification
367,NULL,(),"Let’s solve the following math problem. Each rabbit has 4 feets and each duck has 2 feets. If there are in total 25 heads and 88 feets, how many rabbits and how many ducks are there?",general_qa
368,NULL,(),"Classify the following water bodies into oceans, seas, rivers and lakes- aral, pacific, baikal, superior, amazon, colorado, indian, arabian, north, baltic, okhotosk, tahoe, victoria, lena, danube, arctic, mekong",classification
369,NULL,(),From the passage find the list of banks who supported Yes Bank in 2020. Display the results in comma separated format.,information_extraction
370,WHQ,"('what', 'be')",What is WestWorld?,information_extraction
371,NULL,(),Best beach vacation in the world,brainstorming
372,NULL,(),"From the paragraph, tell me what is the fourth longest natural arch in the world",information_extraction
373,NULL,(),What city in the United States is known for its Mardi Gras celebrations?,open_qa
374,NULL,(),Give me three ideas for a fun dinner party,general_qa
375,WHQ,"('why', 'be')",Why are dogs generally more popular than cats as pets?,general_qa
376,WHQ,"('what', 'be')",What is Nando's?,general_qa
377,WHQ,"('what', 'do')","What does Cisco specialize in, what technology markets do they address, and what are their most successful products?",closed_qa
378,NULL,(),"Sally has 2 chickens, 3 cows and 2 motorcycles. Doug has 6 monkeys, 12 pigs and 2 tractors. Amy has 1 car, 10 cows and 6 ducks. How many farm animals do Sally, Doug and Amy have in total?",general_qa
379,WHQ,"('why', 'be')",Why is nitrogen gas used during the packaging of potato chips?,general_qa
380,WHQ,"('what', 'be')",What are the causes for Sensory processing disorder?,closed_qa
381,WHQ,"('what', 'be')",What is the greatest movie of all time?,general_qa
382,WHQ,"('what', 'be')",What is cryptocurrency?,open_qa
383,NULL,(),"According to this text, when did Disney become a public company?",closed_qa
384,NULL,(),"Which of the following are ice cream toppings and which are salad dressings: thousand island, chocolate sauce, hot fudge, balsamic vinaigrette, whipped cream, and Caesar.",classification
385,WHQ,"('where', 'do')",Where did Gretel attend primary school?,closed_qa
386,NULL,(),"Which of these are car brands: Ferrari, Fiat, Batavus, Philips, Renault, BMW, IKEA and MG",classification
387,NULL,(),"In the United States of America, which state is the largest in size?",general_qa
388,NULL,(),"Tell me whether each of these are animals or not: Alligator, Grass, Tree, Boat, Dolphin, Shark, Fish, Fence, Dog, Car",classification
389,QIS,"('be', 'skiing')",Is skiing or snowboarding easier?,general_qa
390,WHQ,"('what', 'be')",What was the Counter Reformation?,open_qa
391,WHQ,"('what', 'be')",What is time series data?,general_qa
392,QIS,"('be', 'I')",Cauliflower rice is not that fun to eat in its bland form. Is there anything interesting and tasty I can cook with cauliflower rice?,general_qa
393,NULL,(),"Given a reference text about Psychiatry: An Industry of Death, tell me when it opened and and who owns and operates it.",closed_qa
394,NULL,(),How to raise a kitten?,open_qa
395,WHQ,"('what', 'be')",What is engineering culture?,general_qa
396,WHQ,"('who', 'be')",Who are the pianists that are considered masters in playing Bach's music?,open_qa
397,NULL,(),"Categorize these movies that came out in 1999 as cartoons or live-action: The Matrix, Stuart Little, Cruel Intentions, The Iron Giant, The Blair Witch Project, South Park: Bigger, Longer, and Uncut, The Sixth Sense",classification
398,WHQ,"('how', 'be')",How are cats different than dogs?,general_qa
399,WHQ,"('what', 'be')",What dog breed is a mix between a Cocker Spaniel and a Poodle?,open_qa
400,WHQ,"('what', 'be')",What is the name of the largest red-light district in Amsterdam?,open_qa
401,WHQ,"('why', 'do')",Why do people move to California?,general_qa
402,NULL,(),Discuss at least two risks associated with scraping data from websites. Describe steps an analyst could take to mitigate those risks.,creative_writing
403,WHQ,"('what', 'be')",What is Brdinje,open_qa
404,WHQ,"('how', 'be')",How are tornadoes formed?,open_qa
405,WHQ,"('which', 'be')","Which ones are programming languages, out of C, Java, Node.js, Python, HTML, BigData, Spark?",classification
406,NULL,(),Give me a bulleted list of the the first five books in the bible old testament?,brainstorming
407,NULL,(),What type of cheeses can you use to make a grilled cheese sandwich.,summarization
408,WHQ,"('what', 'be')",What is the tiny piece at the end of a shoelace called?,open_qa
409,WHQ,"('what', 'link')","What links Brazil, Uruguay, Mozambique and Angola",open_qa
410,NULL,(),What the the effects of houseplants?,information_extraction
411,WHQ,"('who', 'be')",Who were the original 5 members of the Grateful Dead?,open_qa
412,WHQ,"('how', 'be')",How is the The U.S. Naturalization Interview and test done?,general_qa
413,WHQ,"('what', 'be')",What is Magical Thinking?,closed_qa
414,NULL,(),List top 5 people with most silver medals in the olympics,brainstorming
415,NULL,(),"Based on this paragraph, how many times has Joe Biden run for president and what characteristics make him unique among all past presidents?",closed_qa
416,NULL,(),What articles of clothes are often worn by people in summer months?,brainstorming
417,WHQ,"('which', 'play')",Which Dutch actress played Xenia Onatopp in the James Bond movie GoldenEye?,open_qa
418,NULL,(),Which of the 10 largest earthquakes was the deadliest?,closed_qa
419,NULL,(),Give me some tips on how to train for a marathon.,brainstorming
420,NULL,(),Extract the names of the cities and rank them in alphabetical order?,information_extraction
421,NULL,(),Write a guide for how to catch a smallmouth bass.,creative_writing
422,WHQ,"('which', 'be')","Which ones are metals and non metals: Copper, Hydrogen, Silver, Carbon, Gold, Nitrogen",classification
423,NULL,(),Write a funny and whimsical horoscope reading,creative_writing
424,NULL,(),"From the passage provided, extract the date when the 34th Wisconsin Infantry Regiment was organized.",information_extraction
425,WHQ,"('how', 'do')",How did Robert Baratheon die?,open_qa
426,NULL,(),"For the Zodiac sign Aries, Share some information from the given text.",summarization
427,NULL,(),"Without quoting from the text, can you summarise from wikipedia who Denis-Benjamin Viger was?",summarization
428,WHQ,"('what', 'be')",What is the best language in the world,brainstorming
429,NULL,(),"Tell me whether these are movies or film Directors: Sholay, Satyajit Ray, Mani Ratnam, Lagaan, Yash Chopra, Roja",classification
430,WHQ,"('how', 'do')",How do you improve your basketball handles?,creative_writing
431,WHQ,"('what', 'be')",What is the future trend of job industry,brainstorming
432,WHQ,"('how', 'do')",How do I cast on a knitting project?,general_qa
433,WHQ,"('why', 'do')",Why do Filipinos like eating rice so much?,creative_writing
434,WHQ,"('what', 'be')",What are the benefits of division of labour?,summarization
435,NULL,(),"According to the paragraph below, what is Generative AI?",summarization
436,NULL,(),"Identify which instrument is string or percussion: Pambai, Steel Guitar",classification
437,WHQ,"('what', 'lay')",What mammal lays the largest eggs?,general_qa
438,NULL,(),Increased money supply (i.e. money printing),open_qa
439,WHQ,"('what', 'be')",What is CBT?,information_extraction
440,WHQ,"('what', 'be')",What is appealing about Charleston in South Carolina?,general_qa
441,NULL,(),Give me a list of nice board games to play with friends,brainstorming
442,WHQ,"('where', 'be')",Where is Shuyga?,information_extraction
443,WHQ,"('what', 'be')",What's the best way to cook a soft-boiled egg?,general_qa
444,WHQ,"('what', 'be')","What is ""diglossia""?",open_qa
445,NULL,(),Give me a bulleted list of the three most recent prime ministers of India,brainstorming
446,WHQ,"('how', 'would')","How would you categorize the following sports into two groups; baseball, archery, decathlon, hockey",general_qa
447,WHQ,"('what', 'be')",What is the second oldest ballpark in Major League Baseball?,open_qa
448,WHQ,"('what', 'be')",What are some types of potatoes commonly grown in Ireland?,brainstorming
449,WHQ,"('how', 'do')",How do you know if you reached product market fit?,general_qa
